Title	Author	Year	Callnum
Penggunaan teknik urutan kata dalam sistem penilaian esai otomatis untuk bahasa indonesia dengan metode latent semantic analysis	Randy Oktavianus Halim	2010	SK-871
Penggunaan teknologi stereoscopy untuk visualisasi data	Abe Mitsuteru	2010	SK-897
Perancangan digital dashboard system untuk menyajikan sensitivity analysis kinerja keuangan perusahaan: studi kasus PT XYZ	William Suhaidir	2010	SK-825
Perancangan solusi integrasi sistem informasi dengan menggunakan pendekatan enterprise application integration (EAI) pada perusahaan ritel dengan studi kasus PT GAM	Tina Purbawati	2010	SK-847
Perbandingan clustering citra menggunakan kombinasi fitur warna, tekstur dan bentuk	Purwanto	2010	SK-885
Peringkas otomatis forum student centered e-learning environment (Scele) Fakultas Ilmu Komputer Universitas Indonesia menggunakan metode centroid, first sentence overlap dan persamaan judul	Fatimah	2010	SK-848
Proses reasoning dan pembuatan aturan semantik pada sistem personalisasi e-learning berbasis semantic web	Yuan Hanif Syaniardi	2010	SK-851
Pustaka akses berkas dan aplikasi konsol pengguna untuk sistem berkas berbasis gridftp di lingkungan grid	Ridho Budiharto	2010	SK-830
Rancangan kompilator bahasa lingu dengan native code generator melalui low level virtual machine (LLVM)	Mario Ray Mahardhika	2010	SK-893
Studi banding metode clustering pada analisis citra biomedis dan remote sensing dengan fuzzy C-Means, dan optimized K-Means	Lucia Roly Prihandini	2010	SK-804
Studi banding metode perolehan gambar untuk mendapatkan keanekaragaman hasil pencarian	Bilih Priyogi	2010	SK-883
Tingkat implementasi e-government pada level kementrian di Indonesia berdasarkan framework deloitte & Touche	Nurulita Prihasti Kardia	2010	SK-826
Usulan pengembangan model matematika pengaturan lampu lalu lintas simpang-n secara terdistribusi berbasiskan nonlinear coupled oscillator dan sinkronisasi kuramoto	Syarief Abdurrahman	2010	SK-866
Analisis adopsi teknologi komputer dengan pendekatan structural equation modeling: studi empiris pada asisten dosen Universitas Indonesia/ Asa Ramdhani	Asa Ramdhani	2009	SK-792
Analisis dan perancangan strategi pada pertnadingan sepak bola antar robot	Candra Adhi Wibawa	2009	SK-762
Analisis perbandingan antara metode sparse representation dengan eigenface dalam sistem pengenalan wajah	Farania Gama Ardhina Rangkuti	2009	SK-751
Analisis perbedaan potential, new, dan experienced e-customers serta kaitanya terhadap perilaku online purchasing: studi empiris pada e-customers di kalangan civitas academica Universitas Indonesia	Ishara Yusdian Arief	2009	SK-802
Aplikasi operasi-operasi fuzzy union dan intersection pada fuzzy interpreter sistem basis data fuzzy/ Chandra Prasetyo Utomo	Chandra Prasetyo Utomo	2009	SK-793
Blankon: sebuah studi kasus pengembangan perangkat lunak bebas/ Dominikus Randy	Dominikus Randy	2009	SK-774
Desain dan simulasi indonesia education grid dengan gridsim toolkit	Ivo Bahar Nugroho	2009	SK-803
Eksperimen formalisasi dalam sistem hol dengan studi kasus teori graph/ Ricky Suryadharma	Ricky Suryadharma	2009	SK-779
Implementasi personalisasi pembelajaran berdasarkan pengetahuan awal dengan menggunakan SCORM	Roma Romansyah	2009	SK-820
Implementasi protokol oblivious transfer untuk pemilihan berkas dalam lingkungan klien server	Obeth Mangara Simatupang	2009	SK-0617
Kajian unjuk kerja GPGPU (General-purpose computation on graphics processing Units)	Riza Guntur Prakoso	2009	SK-822
Multi-camera tracking untuk robot soccer	Andre Tampubolon	2009	SK-813
Pemanfaatan dokumen unlabeled pada klasifikasi topik berbasis naive bayes dengan algoritma expectation maximization/ Bayu Distiawan Trisedya	Bayu Distiawan Trisedya	2009	SK-776
Pemetaan citra long rang CCTV pada citra digital menggunakan teori pengukuran fuzzy sugeno trigonometri	Haryadi Herdian	2009	SK-755
Penanganan jaringan komunikasi multihop terkonfigurasi sendiri pada kasus dua atau banyak sumber dengan menggunakan koloni robot otonom terdistribusi berdasarkan prinsip kecerdasan kolektif serta pengembangan simulator NAML	Rizki Mardian	2009	SK-750
Pencarian Pola Sekuensial Menggunakan Algoritma  Apriori All	Fandi	2009	SK-765
Pendefinisian instrumen evaluasi website e-commerce business to consumer	Suci Lestari Nurhayati	2009	SK-811
Penentuan sudut pandang citra wajah 3D terdistorsi menggunakan interpolasi vektor dengan rata-rata dan fuzzy pada setiap dimensi/ muchamad Irvan G.	Muchamad Irvan G.	2009	SK-788
Penerapan metode pohon keputusan dengan algoritma C4.5 pada sistem penunjang keputusan dalam memprakirakan cuaca jangka pendek	Novi Indriyani	2009	SK-756
Penerapan ontologi objek pembelajaran untuk kebutuhan personalisasi E-learning berbasis semantic web/ Meirna Asti Ramadhanie	Meirna Asti Ramadhanie	2009	SK-794
Penerapan relasi fuzzy untuk ekspansi kata kunci pada mesin pencari dan pemeringkatan hasil dengan sistem inferensi fuzzy/ Ginanjar Cahya Komara	Ginanjar Cahya Komara	2009	SK-753
Penerjemahan dokumen inggris-indonesia menggunakan mesin penerjemah statistik dengan word reordering dan phrase reordering	Hansel Tanuwijaya	2009	SK-763
Penerjemahan suara ke suara dari bahasa Indonesia ke bahasa Inggris/ Darwin Cuputra	Darwin Cuputra	2009	SK-787
Penerjemahan teks Indonesia-Inggris otomatis menggunakan mesin penerjemah statistik berdasarkan frase dengan koleksi dokumen menggunakan part-of-speech tagging dan lema	Metti Zakaria W.	2009	SK-768
Penerjemahan teks indonesia-jepang otomatis menggunakan mesin penerjema statistik berdasarkan frase/ Bernadia Puspasari	Bernadia Puspasari	2009	SK-786
Pengelolaan bencana: identifikasi wilayah bencana dan deteksi kerusakan tekhnik registrasi citra satelit sebelum dan sesudah bencana menggunakan mutual  informasi besarnya kerusakan dengan teknik registrasi citra satelit sebelum dan sesudah bencana menggunakan mutual information dan sistem inferensi fuzzy	Sri Krisna  Karunia	2009	SK-767
Pengelolaan bencana: identifikasi wilayah bencana dengan menggunakan sistem informasi geografis dan inferensi fuzzy	Antonius Hendra Waskita	2009	SK-805
Pengelompokan dokumen bahasa indonesia dengan teknik reduksi dimensi nonnegative matrix factorization dan random projection	Suryanto Ang	2009	SK-752
Pengembangan algoritma pembelajaran berbasiskan dimensi serta komparasinya terhadap pembelajaran berbasiskan vektor pada fuzzy-neuro learning vector quantization untuk pengenalan citra wajah frontal/ Laksmita Rahadianti	Laksmita Rahadianti	2009	SK-781
Pengembangan aturan-aturan sintaksis bahasa indonesia menggunakan lexical functional grammar untuk kalimat deklaratif sederhana	Arawinda Dinakaramani	2009	SK-745
Pengembangan model knowledge management system pada lembaga riset: studi kasus badan pengkajian dan penerapan teknologi (BPPT)	Pita Larasati Fauziah Nur	2009	SK-760
Pengembangan model phonetic similarity bahasa indonesia berdasarkan kamus fonetik bahasa indonesia zahra	Dwi Putra Handi Pareh	2009	SK-748
Pengembangan pengurai morfologi untuk bahasa indonesia formal dan gaul berbasis morfologi dua tingkat dengan menggunakan XFST dan LEXC	Pomona Angela KM	2009	SK-809
Pengembangan simulasi pengaturan lampu lalu lintas secara terdistribusi dengan menggunakan open dynamics engine	Adhitya Novian Raidy	2009	SK-759
Pengembangan sistem ekstraksi informasi untuk dokumen legal indonesia dengan studi kasus dokumen peraturan pemerintah republik indonesia/ Mulyandra Pratama	Mulyandra Pratama	2009	SK-796
Pengembangan sistem ekstraksi informasi untuk dokumen legal indonesia: studi kasus dokumen undang-undang Republik Indonesia	Susy Violina	2009	SK-747
Pengembangan sistem informasi rekapitulasi dokumen perundang-undangan di indonesia/ Rizal Mulyadi	Rizal Mulyadi	2009	SK-783
Pengembangan sistem natural language generation dengan pendekatan chart generation serta penerapannya pada sistem tanya jawab indonesia/ Rangga M. Jati	Rangga M. Jati	2009	SK-742
Pengembangan sistem pembelajaran kolaboratif online berbasis knowldge construction/ Puspa Setia Pratiwi	Puspa Setia Pratiwi	2009	SK-775
Pengembangan sistem perolehan informasi untuk dokumen legal indonesia/ Yans Sukma Pratama	Yans Sukma Pratama	2009	SK-773
Pengembangan sistem real time auto door-lock dengan menggunakan algoritma fuzzy neuro learning vector quatization berbasiskan dimensi/ Anugrah Ramadhani	Anugrah Ramadhani	2009	SK-782
Pengembangan student model ontology untuk personalisasi pembelajaran  online berbasis semantic web	Leonny Pramitasari	2009	SK-799
Pengembangan web service pengurai morfologi bahasa indonesia pada language grid	Charles Christian	2009	SK-746
Pengenalan bentuk gigi pada citra dental radiograph dengan bantuan sistem inferensi fuzzy mamdani/ Hanif Rasyidi	Hanif Rasyidi	2009	SK-791
Pengenalan citra wajah 3D terdegradasi menggunakan hemispheric structure of hidden layer neural network/ Hari Prasetyo	Hari Prasetyo	2009	SK-780
Pengenalan iris menggunakan pattern matching dan jaringan syaraf tiruan/ Danu Widatama	Danu Widatama	2009	SK-789
Pengenalan wajah 3D menggunakan hemispheric structure of hidden layer dengan pemanfaatan interpolasi spline sebagai pengenal sudut wajah	Rivki Hendriyan	2009	SK-744
Penggunaan gambar wajah pada situs business-to-consumer e-commerce sebagai strategi untuk meningkatkan kepercayaan (TRUST) pelanggan	Berliyanto	2009	SK-801
Pengklasifikasian artikel berita berbahasa indonesia secara otomatis menggunakan ontologi/ Prajna Wira Basnur	Prajna Wira Basnur	2009	SK-790
Pengujian perangkat lunak terotomatisasi dengan menggunakan rational robot dan rational testmanager studi kasus aplikasi E-paspor/ Rina Violyta	Rina Violyta	2009	SK-770
Penyajian objek pembelajaran berbasis scorm secara non-sequencing dan linear sequencing studi kasus: Fakultas Ilmu Komputer Universitas Indonesia	Yasna Suwita	2009	SK-812
Penyelesaian penjadwalan kuliah sebagai constraint satisfaction problem dengan genetic algorithm/ Teddy	Teddy	2009	SK-766
Perancangan konfigurasi permainan scrabble untuk bahasa indonesia berdasarkan distribusi huruf kamus besar bahasa indonesia/ Arudea Mahartianto	Arudea  Mahartianto	2009	SK-741
Perancangan ontologi learning performance untuk sistem personalisasi e-learning berbasis semantic web	Yohanes Immanuel	2009	SK-798
Perangkat Lunak Pencocokan citra dental X-RAY dengan Zernike moment untuk identifikasi korban bencana	Muhammad Haris	2009	SK-754
Perbandingan beberapa metode image clustering berdasarkan komposisi warna	Elisabeth Martha Koeanan	2009	SK-761
Perbandingan kinerja zigbee dan bluetoth untuk wireless personal area network/ Imairi Eitiveni	Imairi Eitiveni	2009	SK-777
Perbandingan metode latent semantic analysis dan vector space model untuk sistem penilai jawaban esai otomatis  bahasa indonesia/ Heninggar Septiantri	Heninggar Septiantri	2009	SK-785
Perolehan Opini pada Dokumen Blog Berbahasa Indonesia/ Clara Vania	Clara Vania	2009	SK-771
Perolehan gambar menggunakan koleksi kain tradisional indonesia/ Sugianto Angkasa	Sugianto Angkasa	2009	SK-778
Perolehan informasi dokumen suara pembicaraan berdasarkan hasil dari sistem pengenalan suara untuk bahasa indonesia/ Armando Yonathan	Armando Yonathan	2009	SK-784
Segmentasi citra sel positif pulasan imunohistokimia pada kanker payudara menggunakan fuzzy morphologi	Bobby Alexander Wiwaha	2009	SK-757
Segmentasi dokumen bahasa indonesia menggunakan metode genetic algorithm/ Vinky Halim	Vinky Halim	2009	SK-764
Simulasi dan analisis particle swarm optimization untuk pencarian banyak sumber gas dengan open dynamics engine	Ranu Wijoyo	2009	SK-769
Spesifikasi dan verifikasi aplikasi perbankan dengan menggunakan lingusql (Studi banding dengan Metode-B)/ Franova Herdiyanto	Franova Hardiyanto	2009	SK-743
Studi banding deteksi objek sel PAP Smear dengan metode hough transform dan genetic algorithms	Anita Kosasih	2009	SK-800
Studi komparasi penerapan logika fuzzy pada uji kemiripan profil DNA manusia	Lia Sadita	2009	SK-758
Studi pengukuran kemiripan rantai DNA virus H5N1 berbasis himpunan fuzzy/ Ikhlas Purwanto	Ikhlas Purwanto	2009	SK-772
Verifikasi sistem pengendali lalu lintas kereta api dengan model checker NUSMV/ Annisa Ihsani	Annisa Ihsani	2009	SK-795
A Cultural perspective of m-commerce adoption in indonesian: case study university of Indonesia/ Pandu Adilaras	Pandu Adilaras	2008	SK-0709
Analisis kamus fonetik model bahasa, dan konfigurasi properti pada sistem pengenal suara untuk bahasa indonesia menggunakan sphinx-4/ Sadar Baskoro S. 	Sadar Baskoro S	2008	SK-723
Analisis pola adopsi teknologi 3G pada kalangan mahasiswa Universitas Indonesia berdasarkan model sarker dan wells dengan menggunakan teknik structural equation modeling/ Alida Widianti	Alida Widianti	2008	SK-0711
Analisis sentimen menggunakan metode naive bayes, maximum entropy, dan support vector machine pada dokumen berbahsa inggris dan dokumen berbahasa indonesia hasil penerjemah otomatis/ Franky	Franky	2008	SK-0705
Assessing the performance and impact of knowledge management system on particular organisational process: a  study case in BANK X/ Riza Harmonika	Riza Harmonika	2008	SK-0708
Automatic english to indonesian lexical mapping using latent semantic analysis/ Eliza Margaretha	Eliza  Margaretha	2008	SK-0713
Deteksi Paranodus pada citra jaringan saraf gigi manusia/ M. Rabindra Surya	M. Rabindra Surya	2008	SK-724
Evaluasi teknik pengindeksan untuk perolehan informasi pembicaraan/ Sutatnto Sugii Joji	Sutanto Sugii Joji	2008	SK-734
Evaluasi teknik perolehan informasi pada dokumen web multibahasa/ Ananda Budi Prasetya	Ananda Budi Prasetya	2008	SK-726
Faktor-faktor sistem interaksi yang mempengaruhi efektivitas iklan online pada populasi civitas akademika Universitas Indonesia/ Ilham Aji Pratomo	Ilham Aji Pratomo	2008	SK-0720
Implementasi algoritma clustering (Cobweb dan iterate) sebagai bagian dari data mining algorithms collection	Adolf Pandapotan	2008	SK-0716
Implementasi algoritma principal type dan algoritma type inhabitant dari type theory TA-Lambda menggunakan definite clause grammar dalam PROLOG	Ario Santoso	2008	SK-0719
Implementasi dan analisis terhadap verifikasi perangkat lunak berbasis java dengan T2 framework dengan studi kasus electronic votes manager sebagai perangkat lunak berbasis komponen/ Aziz Yudi Prasetyo	Aziz Yudi Prasetya	2008	SK-0721
Kajian penelitian sistem informasi/teknologi informasi di Indonesia/ Aziiz Surahman	Aziiz Surahman	2008	SK-0700
Klasifikasi topik menggunakan metode naive bayes dan maximum entropy pada artikel media massa dan abstrak tulisan ilmiah/ Dyta Anggraeni	Dyta Anggraeni	2008	SK-739
Modifikasi particle swarm optimization untuk pencarian banyak sumber asap dengan visualisasi/ Aditya Nugraha	Aditya Nugraha	2008	SK-0715
Pencocokan dental X-Ray image dengan fuzzy similarity dan least square loss function/ Muhammad Azani Hasibuan	Muhammad Azani Hasibuan	2008	SK-0730
Pendeteksian natrium tipe Nav1.8 pada citra jaringan saraf gigi manusia/ Mellawaty	Mellawaty	2008	SK-727
Penentuan sudut pandang wajah 3 dimensi dengan menggunakan interpolasi spline dan interpolasi linier sebagai fungsi pembentuk garis ciri/ Hadaiq Rolis Sanabila	Hadaiq Rolis Sanabila	2008	SK-0712
Penerapan analytic hierarchy process dalam sistem penunjang keputusan pemilihan obat (SIPEBAT)/ Fahrurrozi	Fahrurrozi	2008	SK-0717
Penerapan what-if analysis pada sistem penunjang keputusan dalam menentukan porsi makanan/ Vidyanita Kumalasari	Vidyanita Kumalasari	2008	SK-0702
Pengembangan lanjut analisis semantik bahasa indonesia serta penerapannya dalam sistem tanya jawab dengan menggunakan kombinasi pendekatan syntax-driven semantic analysis NLP Axiom, dan world knowledge axiom/ Rahmad Mahendra	Rahmad Mahendra	2008	SK-???
Pengembangan lanjut pengurai morfologi untuk bahasa indonesia berbasiskan morfologi dua tingkat menggunakan XFST dan LEXC/ Femphy Pisceldo	Femphy Pisceldo	2008	SK-0710
Pengembangan part of speech tagger untuk bahasa indonesia berdasarkan metode conditional random fields dan transformation based learning/ Triastuti Chandrawati	Triastuti Chandrawati	2008	SK-736
Pengembangan prototipe semantic portal berbasis ontologi komunitas riset: studi kasus fakultas ilmu komputer Universitas Indonesia/ Yemima Aprilia	Yemima Aprillia	2008	SK-0706
Pengembangan versi awal wordnet bahasa indonesia dengan pendekatan expand menggunakan aplikasi web-based  dan analisis statistik KAPPA/ Desmond Darma Putra	Desmond Darma Putra	2008	SK-0707
Penggunaan pengelompokan dokumen untuk mengurangi ambiguitas kata pada perolehan informasi lintas bahasa/ Rama Rizki	Rama Rizki	2008	SK-735
Pengindeksan berdasarkan lokasi pada perolehan informasi geografis/ Moh Ibrahim	Moh Ibrahim	2008	SK-???
Pengujian perangkat lunak dengan software rational testmanager dan rational robot/ Agung Widiyarto	Agung Widiyarto	2008	SK-740
Penyusunan kamus fonetik dalam pengembangan sistem pengenalan suara otomatis untuk bahasa indonesia/ Amalia Zahra	Amalia Zahra	2008	SK-0722
Perbandingan eigenface dan klustering K-means dengan koreksi GAMMA untuk mengukur similaritas alis pada sistem identifikasi buron/ M. Faisal Reza	M. Faisal Reza	2008	SK-728
Peringkas multi-dokumen untuk bahasa indonesia menggunakan teknik cetroid-based summarization dan teknik k-means-based summarization/ Wisnu L. Wardhana	Wisnu L.Wardhana	2008	SK-733
Perolehan informasi lintas bahasa inggris-indonesia berdasarkan korpus yang sebanding menggunakan telnik phi square dan koefisien korelasi pearson/ Aprilia	Aprilia	2008	SK-729
Perolehan informasi musik poliponik berdasarkan isi untuk lagu daerah indonesia/ Aurora Marsye	Aurora Marsye	2008	SK-731
Prototipe sistem pengawasan pergerakan sederhana manusia menggunakan sistem inferensi fuzzy/ Muhammad Mulki Armansyah	Muhammad Mulki Armansyah	2008	SK-0704
Sistem pengaturan lalu lintas terdistribusi dengan menggunakan nonlinear coupled oscillator/ Abdul Arfan	Abdul Arfan	2008	SK-0714
Sistem pengenalan wajah menggunakan metode voting berbasis eigenface dan jarak euclidean/ Verra Mukty	Verra Mukty	2008	SK-0718
Sistem penghitung pengunjung menggunakan teori pengukuran fuzzy/ Martin Leonard Tangel	Martin Leonard Tangel	2008	SK-0703
Sistem penghitung pengunjung secara vertikal menggunakan HAAR-LIKE Features dan Boosting/ Ikhsan Putra Kurniawan	Ikhsan Putra Kurniawan	2008	SK-738
Algoritma restorasi warna dalam keadaan minim pencahayaan dengan logika fuzzy dan jaringan saraf tiruan/ Budi Irawan	Budi Irawan	2007	SK-0680
Analisa isi electronic journal on information system in developing countries (EJISDC)	Jaka N Indrawan	2007	SK-0653
Analisis kuantitatif penerapan metodologi pengembangan  perangkat lunak di Indonesia/ Yanuar Widjaja	Yanuar Widjaja	2007	SK-0670
Analisis pendukung teknologi informasi terhadap inisiatif knowledge management: studi kasus PT. Bank XYZ, Tbk/ Lusiana Darmawan	Lusiana Darmawan	2007	SK-0674
Analisis penerapan software quality assurance (SQA), Studi kasus: Indonesia	Yudi Ariawan	2007	SK-0684
Efek penerapan pemotongan imbuhan kata, operator kedekatan kata, struktur dokumen web, serta umpan balik relevan semu terhadap kinerja perolehan informasi web/ Okky Hendriansyah Tri Firgantoro	Okky Hendriansyah Tri Firgantoro	2007	SK-0675
Ekstraksi dan kemiripan fitur mata pada sistem identifikasi buron/ Daniel Cahyadi	Daniel Cahyadi	2007	SK-0691
Ekstraksi titik fitur wajah menggunakan partial least square regession/ Muhammad Hasrul Ma'ruf	Muhammad Hasrul Ma'ruf	2007	SK-0666
Ektraksi fitur wajah dengan metode gabor wavelet/ Arie Murdianto	Arie Murdianto	2007	SK-0686
Estimasi level dekomposisi optimal untuk fusi citra multisensor multiresolusi berbasis web/ Amir Muhammad	Amir Muhammad	2007	SK-0673
Identifikasi lokasi dan perluasan query pada sistem perolehan informasi geografis/ Nasikin	Nasikhin	2007	SK-0669
Implementasi algoritma klasifikasi CMAR sebagai bagian dari data mining algorithm collection/ Ranni Kusumawardhani	Ranni Kusumawardhani	2007	SK-0671
Implementasi genetic algorithm dan A* untuk menyelesaikan unique navigation objective pada project Hoshimi 2007/ Anwar Chandra	Anwar Chandra	2007	SK-0688
Kajian penelitian tugas akhir mahasiswa strata 1 yang berhubungan dengan sistem informasi di lingkungan Universitas Indonesia/ Deborah Y.N.N.	Deborah Y.N.	2007	SK-0677
Kajian tugas akhir strata 1 dilingkungan Fakultas Ilmu Komputer Universitas Indonesia	Shinta T. Effendy	2007	SK-0651
Kesesuaian aplikasi CRM terhadap proses bisnis CRM pada UKM toko buku berdasarkan framework based on thoery of CRM/ Wira Perdana	Wira Perdana	2007	SK-0687
Klasifikasi email berbahasa Indonesia menggunakan jaringan syaraf tiruan dengan algoritma pembelajaran propagasi-balik/ Hario Adit Wibisono	Hario Adit Wibisono	2007	SK-0659
Metode pengukuran desain berorientasi objek berbasis metrics object oriented design (MOOD)/ Nurmaya	Nurmaya	2007	SK-0668
Modifikasi algoritma grover untuk pencarian kunci enkripsi dengan komputer kuantum/ Syalim Amril	Fahrurrozi Rahman	2007	SK-0672
Partitinal clustering (K-means, nearest neighbour, dan fuzzy c-means) sebagai bagian dari data mining algorithms colleciton/ Anthony Steven	Anthony Steven	2007	SK-0679
Pemanfaatan globus monitoring and discovery system untuk membangun layanan informasi dalam lingkungan komputasi ingrid/ Fajar Muharandy	Fajar Muharandy	2007	SK-0663
Pencarian string dengan menggunakan metode indexing pada data genomic/ Desiana Nurul Maftuhah	Desiana Nurul Maftuhah	2007	SK-0661
Penemuan jawaban pada sistem tanya jawab bahasa Indonesia-Inggris dengan pembobotan kata dan informasi dari internet/ Septian Adiwibowo	Septian Adiwibowo	2007	SK-699
Penerapan logika UNITY dalam sertifikasi perangkat lunak berbasis komponen dengan studi kasus aplikasi E-Voting/ Prastudy Mungkas Fauzi	Prastudy Mungkas Fauzi	2007	SK-0690
Penerapan metode analytic hierarchy process dalam sistem penunjang keputusan untuk pemilihan asuransi	Fitria Rahma Sari	2007	SK-0650
Pengembangan awal analisis semantik bahasa Indonesia dengan metode syntax-driven semantic analysis dan penerapannya dalam sistem tanya jawab/ Septina Dian Larasati	Septina Dian Larasati	2007	SK-0657
Pengembangan portlet kompilator dan portlet aplikasi untuk portal grid dalam infrastruktur indonesia grid/ Suryamita Harindrari	Suryamita Harindrari	2007	SK-0658
Pengembangan sistem manajemen pengawasan jaringan berbasis modul dengan implementasi web service/ Yanto	Yanto	2007	SK-0689
Pengenalan Citra Sel Tunggal Pap Smear dengan Model Klasifikasi Adaptive-Network-based Fuzzy Inference System dan Biomedical Image Retrieval System/ Ratih Amalia 	Ratih Amalia	2007	SK-0692
Pengenalan wajah entitas bernama menggunakan metode association rules pada dokumen berbahasa Indonesia/ Markus	Markus	2007	SK-0660
Penggunaan associations rules dalam pengembangan standar dokumen legas Indonesia berbasis XML dengan studi kasus dokumen Undang-undang Republik Indonesia/ Ahlijati Nuraminah	Ahlijati Nuraminah	2007	SK-0665
Penjadwalan perkuliahan dengan pendekatan constraint programming/ Dania Tarigan Soraya	Dania Tigarani Soraya	2007	SK-0667
Perancangan digital dashboard system untuk menyajikan key performance indicators: studi kasus bidang riset dan penelitian Fak. Ilmu Komputer UI/ Edwin Richardo	Edwin Richardo	2007	SK-0685
Perbanding kinerja algoritma agglomerative hieracchical pada document clustering/ Catur Adi Nugroho	Catur Adi Nugroho	2007	SK-0662
Perbandingan decision tree, maximum entropy, dan association rules pada resolusi koreferensi untuk bahasa indonesia/ Astria Kurniawan Sumantri	Astria Kurniawan Sumantri	2007	SK-697
Perbandingan metode evaluasi kurvatur dalam menentukan bentuk permukaan bidang pada model faset 3D/ Priadhana Edi Kresnha	Priandhana Edi Kresnha	2007	SK-0683
Peringkas otomatis untuk dokumen dalam bahasa Indonesia menggunakan metode statis dan metode query-biased/ Ade Melani	Ade Melani	2007	SK-0681
Proses segmentasi citra sel tunggal Pap Smear menggunakan metode automatic fuzzy C-means clustering/ Richard Lokasasmita	Richard Lokasasmita	2007	SK-0693
Prototipe sistem perolehan citra dengan kueri bentuk/ Bayu Pramono Sukarno	Bayu Pramono Sukarno	2007	SK-698
Sistem kembali citra wajah berbasis eigenface/ Nova Eka Diana	Nova Eka Diana	2007	SK-0682
Studi banding klasifikasi citra sel tunggal Pap Smear berdasarkan metode minimum distance, jaringan saraf tiruan, least square, dan nearest class gravity center/ Dini Addiati	Dini Addiati	2007	SK-0676
Studi banding metode klasifikasi citra sel tunggal pap smear menggunakan neural network dan support vector machine/ Phyllisia A.	Phyllisia A.	2007	SK-0694
Studi banding segmentasi citra set tunggal Pap Smear berdasarkan metode fuzzy C-Means clustering, thresholding, dan transformasi watershed/ Titin Farida	Titin Farida	2007	SK-0678
Verifikasi protokol autentifikasi Andrew secure RPC dengan proverif/ Pamela Indrajati	Pamela Indrajati	2007	SK-0655
Analisis dan uji coba alokasi sumber daya pada komputasi grid berbasiskan globus toolkit dan grid engine	Jefri Abdullah	2006	SK-0633
Aplikasi dan analisis clustering pada data akademik	Andina Budiarti	2006	SK-0619
Deteksi wilayah yang dicurigai kanker pada citra mamogram dengan mengeliminasi struktur curvilinear	Dwiyani Rahmawati	2006	SK-0627
Eksplorasi pembuatan services di atas globus toolkit 4 dengan studi kasus perkalian matriks secara terdistribusi	Sirajudin Maizir	2006	SK-0639
Evaluasi lingkungan programan paralel berbasis message passing interface dalam infrastruktur komputasi grid di Universitas Indonesia	Fajran Iman Rusadi	2006	SK-0636
Event extraction pada teks berbahasa indonesia melalui pendekatan machine learning: perbadingan metode association rules, decision tree, dan neural networks	M. Fatkhul Amin	2006	SK-0634
Image information mining pada aplikasi remote sensing	Eka Aditya	2006	SK-0631
Jarak proyeksi-titik-uji ke titik ciri dalam sistem penentu sudut pandang menggunakan metode nearest feature line/ Muhammad Rusdi Syamsuddin	Muhammad Rusdi Syamsuddin	2006	SK-0643
Kajian watermarking digital dengan metode modulasi amplitudo pada citra biomedik, logo, foto dan remote sensing/ Arnold Wiliem	Arnold Wiliem	2006	SK-0630
Me-Render efek pelangi dan korona pada pemandangan alam secara real time dengan high level shading language	Aristo	2006	SK-0625
Pemilihan threshold dan kriteria token pada email filtering menggunakan algoritma naive bayesian	Jos Timanta Tarigan	2006	SK-0640
Pencarian halaman web menggunakan informasi dan metadata pada halaman web/ Rama Pandugita	Pandugita, Rama	2006	SK-0614
Penelitian dan penerapan algoritma-algoritma association rules dalam pengembangan data mining algorithms collection	Muhammad Fahrian	2006	SK-0646
Penemuan jawaban pada dokumen berbahasa Indonesia	Dessy Natalia	2006	SK-0632
Penerapan automatic summarization memakai motde text extraction dengan menggunakan centroid value, positional  value dan first sentence overlap untuk artikel ilmiah berbahasa Indonesia	Hendrik Ganda Wijaya	2006	SK-0648
Penerapan item response theory pada adaptive online test system dengan proses estimasi parameter soal: studi kasus tes potensi Akademik/ Puspita Kencana Sari	Puspita Kencana Sari	2006	SK-0624
Penerapan teknik e-mail filtering berbasis ekstraksi ciri dan jaringan saraf tiruan propagasi balik	Johanes Andria	2006	SK-0649
Pengembangan customer relationship management system berbsis expert system: studi kasus kerusakan pada telepon seluler	Risvan Ardiansyah	2006	SK-0647
Pengembangan modul container-station dengan metode B	Ahmad Furqan S.K.;  | Publisher: Depok	2006	SK-0626
Pengembangan modul container-station dengan metode B/ Ahmad Furqans K	Ahmad Furqans K.	2006	SK-0626
Pengembangan prototype laboratorium online berbasis layanan grid studi : kasus eksperimen pengambilan keputusan dengan analisis pareto pada data terdistribusi	GST Agus Komang Lastrawan	2006	SK-0638
Pengembangan standar dokumen legal indonesia berbasis XML menggunakan sistem ekstraksi informasi dengan studi kasus dokumen Undang-undang Republik Indonesia/ Siti Mawadah	Siti Mawadah	2006	SK-0645
Penggunaan model ruang vektor dalam proses pengenalan relasi antar entitas pada sistem ekstraksi informasi	Kiki Marjuki	2006	SK-0629
Pengklasifikasian artikel berita berbahasa indonesia secara otomatis menggunakan naive bayes classifier/ Sylvia Susanto	Sylvia Susanto	2006	SK-0623
Pengklasifikasian secara otomatis berbasiskan centroid pada abstrak berbahasa Indonesia/ Natalia Komalasari	Natalia Komalasari	2006	SK-0622
Peningkatan kinerja pencarian dokumen dalam sistem peer-to peer dengan memanfaatkan kemiripan koleksi dokumen antar peer	Yudhi M. Hamzah K	2006	SK-0654
