Title	Author	Year	Callnum
Perancangan dan implementasi data warehouse untuk data sistem informasi akademik Universitas Indonesia menggunakan oracle warehouse builder ver. 10.1.0.4.0	Antonius Hermawan	2006	SK-0620
Perancangan dan ujicoba grid information retrieval	Dimas Julian M.R	2006	SK-0641
Perancangan sistem high-throughput computing melalui penggunaan job scheduler condor dalam infrastruktur komputasi grid	Josef	2006	SK-0637
Proses verifikasi piranti lunak menggunakan lingu dan theorem prover hol pada studi kasus student entrance test/ Carroline D. Puspa	Carroline D. Puspa	2006	SK-0621
Protokol penandatanganan kontrak optimistik asokan-shoup-waidner	Nilam Fitriah	2006	SK-0652
Refinement dengan metode B pada pengembangan modul aplikasi perbankan/ Theresia Budiyanti	Theresia Budiyanti	2006	SK-0611
Registrasi citra secara otomatis pada aplikasi remote sensing	Gunawan	2006	SK-0628
Sistem pengenalan wajah 3D sudut vertikal dan sudut horizontal menggunakan metode nearest feture line pada kombinasi ruang eigen double view based/ Christian K.F. Daeli	Christian K.F Daeli	2006	SK-0642
Sistem perolehan gambar lintas bahasa berdasarkan isi dan teks yang terkait dari gambar/ Framadhan Arnely	Framadhan Arnely	2006	SK-0613
Sistem perolehan informasi geografis untuk dokumen berbahasa Indonesia	Monica Lestari Paramita	2006	SK-0635
Uang digital offline	Imelda Tandra	2006	SK-0610
Verifikasi protokol otentikasi Horn-Preneel menggunakan A VISPA (Automated Validation of Internet Security Protocols and Applications)	Ilham Kurnia	2006	SK-0618
Analisis aspek keamanan jaringan Wi-Fi di lingkungan Fakultas Ilmu Komputer Universitas Indonesia/ Liong Sauw Fei	Liong Sauw Fei	2005	SK-0574
Aspek keamanan dari sistem GRID studi kasus: Grid Security infrastructure (GSI) pada globus toolkit 3 9GT3)	Haryanto	2005	SK-0578
Grid Virtual File System/ Suryo Gumilar	Suryo Gumilar	2005	SK-0577
Implementasi stax api versi 1.0 pada parser apache xerces-J-2-6.2/ Afrisal Akmal	Akmal, Afrisal	2005	SK-0589
Implementasi voice-over-ip di Universitas Indonesia: Studi Kasus Fakultas Ilmu Komputer/ Fajar Muharisa	Fajar Muharisa	2005	SK-???
Klasifikasi dan visualisasi hasil fusi citra berbasis piksel untuk citra resolusi berbeda/ Muhammad Zaki Rahman	Muhammad Zaki Rahman	2005	SK-0612
Metode pollard RHO dan aplikasinya pada penyelesaian IFP (Integer factorization problem) dan ECDLP (Elliptic curve discrete logarithm problem)/ Toni Sutomo	Sutomo, Toni	2005	SK-0593
Optimisasi perkalian sparse matrix-vektor menggunakan compresed storage row/ Charles Gunawan	Charles Gunawan	2005	SK-0605
Pemotong  imbuhan berdasarkan korpus untuk kata Bahasa Indonesia/ Muhammad Ichsan	Muhammad Ichsan	2005	SK-0615
Penelusuran Informasi  dengan agent-based referral network/ David	David	2005	SK-0588
Penerapan Konsep Mekanika Kolaborasi dalam Pengembangan Prototipe Shared Workspace /Windiantoro 	Windiantoro	2005	SK-0596
Penerapan bayesian network student model pada intelligent tutoring system/ Sari Widya Sihwi	Sari Widya Sihwi	2005	SK-0601
Penerapan item response theory yang dikominasikan dengan kingsbury and zara procedure pada adaptive test system/ Inge Evita Putri	Inge Evita Putri	2005	SK-0587
Penerapan teknik N-Term indexing (INT) pada pemilihan koleksi dalam distributed information retrieval system/ Husnul Rizka Mubarikah	Mubarikah, Husnul Rizka	2005	SK-0585
Pengembangan use case scenario berdasarkan deskripsi tekstual use case menggunakan pengenalan entitas bernama/ Mirnasari Dewi	Mirnasari Dewi	2005	SK-0595
Pengenalan Entitas Bernama menggunakan Metode Association Rules dengan Fitur Berganda/Budiono Wibowo 	Budiono Wibowo	2005	SK-0594
Pengenalan entitas bernama menggunakan hidden markov model dengan vitur morfologi dan kelas kata/ Arif Irawan	Arif Irawan	2005	SK-0575
Pengujian three-parameter model dari item response theory dalam computer adaptive test	Satrio Baskoro Yudhoatmojo	2005	SK-0608
Perancangan Komputer Pemesanan Makanan nan untuk Restoran Berbasis Handheld Computer (PDA)/ Arief purnama L.K. (1201000172)	Arief Purnama L.K.	2005	SK-0590
Perancangan aplikasi data mining untuk kegiatan akademik di Universitas Indonesia	Fatma, Rizka Nadia	2005	SK-0579
Perancangan data warehouse untuk kegiatan akademik di Universitas indonesia/ Hanny Faristin	Hanny Faristin	2005	SK-0591
Perancangan grid environment di lingkungan Fakultas Ilmu Komputer UI/ Mika Permana	Mika Permana	2005	SK-0599
Peringkas otomatis untuk dokumen berbahasa Indonesia dengan metode frase penunjuk dan metode TF-IDF/ Haryani Diah Sitawati	Haryani Diah Sitawati	2005	SK-0603
Sistem monitoring sumber daya hardware berbasis web untuk public cluster LIPI	Slamet	2005	SK-0606
Sistem tanya jawab: Penemuan jawaban pada passage/ Rinawati	Rinawati	2005	SK-0607
Studi Evaluasi Kinerja FILE Transfer di Atas Protokol TCP dengan menggunakan WINSOCK 2.2./ Herman Hartono	Herman Hartono	2005	SK-0597
Visualisasi perhitungan kontrak opsi saham dengan formula black-scholes/ Irvan Helmi	Irvan Helmi	2005	SK-0592
Adaptive workflow management system untuk menangani perubahan pada struktur organisasi	Talaway, Irene P.	2004	SK-0555
Analisa perencenaan implementasi jaringan nirkabel di fak. Ilmu Komputer Universitas Indonesia/ Mirta Amalia	Mirta Amalia	2004	SK-0561
Aplikasi algoritma hough transform untuk enstraksi fitur-fitur penting pada wajah/ Siti Uwatun Hasanah	Siti Uswatun Hasanah	2004	SK-0569
Appointment planner berbasis embedded system/ Jermias Perkasa	Perkasa, Jermias	2004	SK-0556
Implementasi aplikasi contex-aware dalam lingkungan  pervasive computing menggunakan UPnP network/ Anisa Fitriyah Hadi	Anisa Fitriyah Hadi	2004	SK-0549
Implementasi dan analisis efisiensi beberapa algoritma kompresi teks terhadap aspek-aspek informasi tekstual/ Rian Yusran	Yusran, Rian	2004	SK-0552
Implementasi epipolar geometri dalam computer vision untuk pendeteksian titk korespondensi untuk konstruksi tiga dimensi	Masmei Ulinta G.	2004	SK-0560
Implementasi kriptografi kurva eliptik dengan basis normal optimal pada micronotroller atmel AVR/Oscar	Oscar	2004	SK-0553
Implementasi kriptografi kurva eliptik pada pengiriman SMS melalui telepon telepon seluler dengan teknologi J2ME/ Yusri	Yusri	2004	SK-0548
Implementasi location based service dengan bluetooth dan web service	Rikky Wenang Purbojati	2004	SK-0571
Implementasi metode cafe untuk indexing dan retrieval database genomik: uji kasus penerapan panjang gram yang berbeda-beda/ Christin	Christin	2004	SK-0547
Kriptografi kurva eliptik dan aplikasinya pada smartcard/ Wiratna S Wiguna	Wiratna Sari Wiguna	2004	SK-0542
Metode seleksi ciri sequential forward floating selection dengan algoritma genetika dan kombinasi keduanya untuk citra heperspetral	linda Yusnita	2004	SK-0554
Metrics calculator untuk sistem berorientasi objek/ Christariny	Christariny	2004	SK-0546
Pendeteksi batas kalimat teks berbahasa Indonesia berdasarkan informasi morfologi dan leksikal menggunakan jaringan saraf tiruan dengan algoritma backpropagation/ Ratna Kirana	Ratna Kirana	2004	SK-0562
Penentuan Kombinasi vektor eigen dalam pembentukan ruang ciri dengan algoritme genetika untuk sistem pengenalan wajah 3D menggunakan metode nearest feature line/ Haries Efrika	Haries Efrika	2004	SK-0566
Penentuan jenis kelamin manusia menggunakan analisa fourier dan analisa wavelet berdasarkan bentuk dahi manusia pada citra cephalomety/ Tirza Munisyawara	Tirza Munisyawara	2004	SK-0565
Penerapan dan evaluasi  segmented principal component transform pada citra hiper spektral reflectance dan radiance/ Jefree WHL Manurung	Manurung, Jefree WHL	2004	SK-0545
Penerapan prinsip blossoming pada kurva B-spline dan permukaan b-splin tensor product/ Lukman Salim	Lukman Salim	2004	SK-0550
Penerjemah bahasa fortran 77 ke bahasa java: manajemen struktur data	Susanto, Rudi	2004	SK-0557
Pengembangan aplikasi smart-home dengan akses global peer-to-peer networking diatas protokol JXTA/ Gladhi Guarddin	Guarddin, Gladhi	2004	SK-0543
Pengembangan prototype adaptive online test system	Lisa Reinellda Irsal	2004	SK-0573
Pengenalan  objek 3 dimensi menggunakan jaringan syarat tiruan dengan arsitektur spheric structure of hidden layer/Bayu Adianto Prabowo	Bayu Adianto Prabowo	2004	SK-0558
Pengenalan entitas bernama berdasarkan informai kontekstual morfologi dan kelas kata/ Gatot Wahyudi	Gatot Wahyudi	2004	SK-0564
Pengenalan wajah dengan variasi sudut pandang vertikal horisontal menggunakan Jaringan syarag tiruan Hemispheric structure of hidden layer	Barkah Yusuf Widodo	2004	SK-0576
Penggunaan jaringan neural buatan metode PPN dan logika fuzzy untuk sistem pengenal huruf tulisan tangan/ Adhi Putra	Putra, Adhi	2004	SK-0581
Pengujian konsistensi xalan terhadap spesifikasi XSLT 1.0 (XML Stylesheet Language for Transformation) dan penuangan cara kerja xalan dalam bentuk diagram-diagram UML (Unified Modelling Languge)/ Rhama Arya Wibawa	Wibawa, Rhama Arya	2004	SK-0644
Protokol identifikasi challenge response dengan implementasinya berupa passcode generator pada platform J2ME dan bluetooth	Wisnu Murdiono	2004	SK-???
Protokol indentifikasi zero knowledge dan aplikasinya pada smart card	Wiwit Hermawan	2004	SK-0563
Rancangan arsitektur dan infrastruktur pada sistem GRID/ Mitchel Hamilton	Michel Hamilton	2004	SK-0559
Studi banding implementasi java RMI dan java corba pada sistem terdistribusi dengan kasus komputasi numerik/Iis Haryono	Haryono, Iis	2004	SK-0551
Analisis kinerja implementasi beberapa struktur tabel simbol pada suatu kompilator memakai tools berbasis java/ Ruli Yusran	Rull Yusran	2003	SK-0536
Aplikasi xWatch paralel berbasis message passing/ Rolis Kartiko	Kartiko, Rolis	2003	SK-0528
Cellular automata: pemodelan dan implementasi paralel untuk simulasi arus lalulintas kendaraan di Jalan raya	Syalim, Amril	2003	SK-0530
Implementasi Protokol Universal Plug and play berbasis OSGi Framework/ Agustina	Agustina	2003	SK-0524
Implementasi constructive solid geometry (CSG) dengan metode ray tracing/ Kusumasari  Dwiana	Kusumasari, Dwiana	2003	SK-0527
Implementasi open service gateway initiative framework specification release 3/ Rahmat Bagas Santoso	Santoso, Rahmat Bagas	2003	SK-0535
Pemodelan daun dengan l-system/ Kiki Pratiwi	Pratiwi, Kiki	2003	SK-0522
Penerapan design patterns untuk implementasi alat bantu  requirements management berbasis komputer genggam/ A. Sasmito Adibowo	Adibowo, A. Sasmito	2003	SK-0533
Penerjemahan Kode Numerik: Bahasa Pemrograman Fortran 77 ke Java ( Numerical Fortran Code to Java Translator)/ Jimmy	Jimmy	2003	SK-0531
Pengembangan aplikasi sinkronisasi kalender berbasis SynCML dengan infrastruktur bluetooth dan UPNP	Ari Hermawan	2003	SK-0541
Pengembangan metode fusi informasi untuk memperbaiki citra tematik/ Wisnu Adiarso Indrasworo	Indrasworo, Wisnu Adiarso	2003	SK-0525
Pengenalan wajah 3D menggunakan algoritma jaringan saraf tiruan SOM (self-organizing MAP)	Mariana D Triagni R	2003	SK-749
Penggunaan pendekatan component-based software engineering(CBSE) untuk mengembangkan e-catalogue sebagai komponent perangkat lunak/Yoga Nandiwardhana	Nandiwardhana, Yoga	2003	SK-0582
Peningkatan kualitas citra berdasarkan tingkat homogenitas	Ari Widayanti	2003	SK-0532
Perancangan dan pengembangan sistem indek untuk dokumen berbasis XML/ Jutedy	Jutedy	2003	SK-0534
Rancangan dan implementasi aplikasi remote phonebook dan smart messaging/ Arianto Catur Nugroho	Nugroho, Arianto Catur	2003	SK-0529
Sistem temu kembali informasi berbasis fuzzy logic dengan memanfaatan korelasi antar istilah/ W. Hanendyo	W, Hanendyo	2003	SK-0521
Alat bantu requirements management berbasis WEB dengan memanfaatkan dokumen extensible MARKUP language/ Zurlfikar Satria Darmawan	Dharmawan, Zulfikar Satria	2002	SK-0475
Analisa fungsi fitness pada algoritma genetika untuk optimasi JST-BP berdasarkan transformasi karhunen Loeve: studi kasus pada sistem pengenalan citra tumor kulit/ Dewi Puspita Sari	Sari, Dewi Puspita	2002	SK-0502
Analisa reduksi dimensi citra untuk menentukan sudut pandang obyek wajah tiga dimensi menggunakan metode nearest feature line/ Nisfia Marliani A.	Marliani A, Nisfia	2002	SK-0495
Analisa transformasi eigen pada penentuan sudut pandang suatu objek tiga dimensi dengan variasi sudut elevasi menggunakan metode nearest feature line/ Eko Prasetio	Prasetio, Eko	2002	SK-0503
Aspect-oriented programming (AOP) untuk menangani masalah pada software modularity/ Qonita MH Shahab	Shahab, Qonita MH	2002	SK-0486
Deteksi sisi pada citra berstruktur berdasarkan konsep sudut bebas/ Eko Prasetyo	Prasetyo, Eko	2002	SK-0499
Eksposisi metode adler-comppersmith-Hassner (ACH) untuk membentuk encoder pada Run-Lenght Limited (RLL) Constrained System/ Agus Syawal Yudhistira	Yudhistira, Agus Syawal	2002	SK-0512
Framework untuk pertukaran data dalam format XML antara course manager dan resource module dalam sistem CML untuk kurikulum PDPT UI	Rina Adriani	2002	SK-0484
Implementasi dan evaluasi algoritma skeletonizing berbasis distance transform berdasarkan metode HU-NOWINSKI	Edi	2002	SK-0511
Implementasi dan studi perbandingan metode eigenface dan fisherface dalam metode nearest feature line untuk pengenalan wajah 2 dimensi/ Fitria Agustina	Agustina, Fitria	2002	SK-0493
Implementasi iterasi Runge-Kutta dengan block Triangular jacobian menggunakan fixed stepsize dan variable stepsize/ Hermawi	Hermawi	2002	SK-0482
Implementasi metode kato-yasuhara untuk menemukan kembali alur penulisan citra tulisan tangan single-stroke	Hianda	2002	SK-0497
Implementasi penghalusan objek permukaan tiga dimensi berbasis segitiga dengan algoritme loop/ Hendry	Hendry	2002	SK-0496
Kajian metode segmentasi citra berdasarkan algoritma pyramida seeded region growing, seeded region growing, dan pixel aggregation	Dipdha Yasienta	2002	SK-0510
Kinerja PPN-teroptimasi berbasis algoritma genetika dalam pengenalan aroma 2 campuran/ Herry	Herry	2002	SK-0539
Modul histoby dan forum diskusi pada web-based concept mapping/ Achmad Bachtiar	Bachtiar, Achmad	2002	SK-0481
Optimasi jaringan saraf tiruan propagasi balik untuk pengenalan aroma campuran menggunakan algoritma genetika	Sansuadi	2002	SK-0468
Pemeriksa abstrak berbahasa Indonesia	Luthfy Andriansyah	2002	SK-0494
Pemodelan pohon dengan l-system/ Monis Moriana	Moriana, Monis	2002	SK-0478
Penelitian pendahuluan pengembangan penganalisa korpus bahasa Indonesia/ Bramono Indratno	Indratno, Bramono	2002	SK-0489
Penerapan algoritma genetika untuk penentuan ciri optimal pada representasi eigenfance dalam sistem pengenalan wajah dengan metode nearest feature line/ Adila Alfa Krisnadhi	Adila Alfa Krisnadhi	2002	SK-0538
Penerapan dekomposisi semi diskrete dan nilai singular untuk peningkatan kinerja sistem temu kembali informasi	Mohammad Fauzan T	2002	SK-0508
Penerapan konsep application servuce provider dalam virtual software industry/ Syarif Hidayatullah	Hidayatullah, Syarif	2002	SK-0483
Penerapan pengklasifikasi geometrik tetangga dekat berdasarkan ciri spektral dan ciri spasial	Arief Setiawan	2002	SK-0509
Penerapan sistem manajemen workflow untuk melakukan otomasi proses bisnis dalam studi kasus klaim Asuransi Mobil/ Hendrik	Hendrik	2002	SK-0505
Pengembangan aplikasi e-lelang berbasis komponen melalui teknologi enterprise javabean/ Muhammad Rofiq	Rofiq, Muhammad	2002	SK-0474
Pengembangan lanjut grafis antarmuka pengguna pada web-based concept mapping/ Rizky Yulianto P.	Yulianto P, Rizky	2002	SK-0572
Pengembangan lanjut pengurai struktur kalimat bahasa Indonesia yang menggunakan constraint-based formalism	Joice	2002	SK-0487
Pengembangan pengurai morfologi untuk bahasa Indonesia dengan model morfologi dua tingkat berbasiskan PC-KIMMO/ Hendra Hartono	Hendra  Hartono	2002	SK-0516
Pengembangan piranti bantu perhitungan harga obligasi dengan model Stochastic Term Stucture of Interest Rates/ Farindra Tamin	Tamin, Farindra	2002	SK-0507
Pengembangan piranti lunak bantu perhitungan opsi dengan metode black-scholes dan merton's jump deffusion/ Dewi Meiriza	Meiriza, Dewi	2002	SK-0477
Pengenalan aroma 2 dan 3 campuran menggunakan jaringan neural buatan berbasis logika fuzzy dan optimasi algoritma genetika dengan pembanding metode FLVQ/ Muhammad Hasan	Hasan, Muhammad	2002	SK-0520
Pengenalan aroma baru yang tidak diketahui (UNKNOWN) 2 campuran dan 3 campuran 16 sensor dengan menggunakan FLVQ dan analisa matriks similatiras/ Komara Hidayat	Hidayat, Komara	2002	SK-0498
Pengenalan wajah 3 dimensi menggunakan data cropping dalam JST CHMLP-BP berbasis algoritma genetika	Sri Ayu Lestari	2002	SK-0492
Penggunaan pendekatan component-based software engineering (CBSE) untuk mendukung teknik pengembangan berorientasi obyek dalam peneranan aplikasi e-business/ Ratih Adriani	Adriani, Ratih	2002	SK-0491
Pengolahan kurva B-spline dari sudut pandang teknik blossoming/Tony	Tony	2002	SK-0517
Pengukuran kinerja router berbasis sistem operasi GNU/LINUX dengan menggunakan metode eksplorasi sederhana/ Ainul Fitriyah	Fitriyah, Ainul	2002	SK-0485
Peningkatan pengenalan wajah 3 dimensi menggunakan data cropping dengan JST CHMLP-BP konsentris dan metode eigenface berbasis algoritma genetika/ Rini Dyah Astuti	Astuti, Rini Dyah	2002	SK-0480
Perancangan proses bisnis UI-Trust certification authority berdasarkan standar international/ Ondolan Saut Pangindoan Siringo-ringo	Siringo-ringo, Ondolan Saut Pangidoan	2002	SK-0445
Studi fungsi fitness pola algoritma genetika untuk peningkatan derajat pengenalan objek 3D dan optimasi struktur jaringan neural HSHL/ Rahmat Kurniawan	Kurniawan, Rahmat	2002	SK-0506
Studi kasus penerapan aspect-oriented programming (AOP) dalam menangani cross-cutting concerns pada programming library penggambaran  diagram statistik: chart2d/ Rio Rinaldi	Rinaldi, Rio	2002	SK-0513
Study kinerja JST CHMLP-BP dengan fungsi kesalahan cros entropy dan fungsi kesalahan mean square error untuk pengenalan objek tiga dimensi/ Nana Sumpena	Sumpena, Nana	2002	SK-0514
Visualisasi pemodelan arus lalu-lintas pada sebuah ruas jalan dengan1 pendekatan model kontinum sederhana	Hendrie Gunawan	2002	SK-0500
Alat bantu pencarian design pattern dengan menggunakan siste pakar/ Ronggo Gundala Yuda	Yudha, Ronggo Gundala	2001	SK-0466
Algoritma genetika transposisi untuk optimasi sistem pengenalan wajah 3 dimensi menggunakan JST CHMLP-BP konsentris dan metode eigenface/ Leila Fatmasari Rahman	Rahman, Leila Fatmasari	2001	SK-0453
Cellular automata: pemodelan dan implementasi	Hanna Kurniawti	2001	SK-0463
Deteksi tepi pada citra dijital dengan menggunakan adaline multi-state/Eko Yuli Kuswoyo	Kuswoyo, Eko Yuli	2001	SK-0451
Faktorisasi polinomial univariabel dengan algoritma berlekamp dan algortima hensel lifting/Endarwaty	Endarwaty	2001	SK-0448
Implementasi Jaringan Hibrida SWA-Organisasi Adaptif untuk Pengelompokkan Jenis Dokumen pada Sistem Temu Kembali Informasi/ Ari Faizal Aliani	Aliani, Ari Faizal	2001	SK-0616
Implementasi paralel dari transformasi wavelet pada cluster beowulf dengan MPI (message passing interface)/ Fajar Yulian	Yulian, Fajar	2001	SK-0464
Implementasi perangkat lunak pengolahan citra dengan kemampuan snap-ins pada platform windows/ Ivan	Ivan	2001	SK-0440
Implementasi sekuensial algoritma thinking parallel penuh/ Idauli Laurens Tamarin	Idauli Laurens Tamarin	2001	SK-0540
Kompresi citra menggunakan modifikasi lossy dari algoritma lempel-ZIV	Daniel Baktiar	2001	SK-0664
Komputasi CGD polinomial satu peubah dengan homomorfisme hensel lifting/ Selpi	Selpi	2001	SK-0447
Network plug and play embedded system pada home smart applications berbasis jini	R. Adhari C Mahendra,	2001	SK-0462
Online assistant untuk penerapan bahasa Indonesia baku pada RMUC/ Felix Ciptadi Nugroho	Nugroho, Felix Ciptadi	2001	SK-0476
Optimasi pengenalan aroma 3 campuran pada jaringan neural buatan berbasis logika fuzzy menggunakan algoritma genetika	Iskandar Rizki	2001	SK-0470
Pemetaan structural knowledge manusia menggunakan teknik concept mapping berbasis web/ Yudhi Prasetyo	Prasetyo, Yudhi	2001	SK-0515
Penentuan sudut pandang suatu objek tiga dimensi dengan menggunakan metode nearest feature line/Rina Sripomo	Sripomo, Rina	2001	SK-0456
Penerapan algoritma genetika pada inisialisasi pelatihan jaringan syaraf tiruan propagasi balik/ Rulli Chandra M.	Chandra M, Rulli	2001	SK-0449
Penerapan rule base system pada paket archiew 3.1 untuk identifikasi kawasan sentra produksi/Aziefah	Aziefah	2001	SK-0450
Pengembangan agen SNMP untuk tini embedded system/ Badai Aqrandista	Aqrandista, Badai	2001	SK-0446
Pengembangan aplikasi embedded linux menggunakan ecos (embedded configurable operating system)/Piteir	Piteir	2001	SK-???
Pengembangan jaringan syaraf tiruan dengan optimasi algoritma genetika untuk pengenalan citra tumor kulit/ Like Sisca	Sisca, Like	2001	SK-0472
Pengembangan sistem informasi saham dari berbagai sumber data dengan berbasis XML	Oktavia Widajadi	2001	SK-0452
Pengenalan objek 3 dimensi dengan menggunakan jaringan syaraf tiruan hemisphere structure of hidden layer/ Galuh Dian Maulana	Maulana, Galuh Dian	2001	SK-0461
Pengenalan objek 3 dimensi menggunakan jaringan syaraf tiruan hemisphere strukture of hidden layer dalam ruang eigen	Yanuarisa Kariani	2001	SK-0460
Peningkatan pengenalan objek dan wajah 3 dimensi menggunakan eige171n parsial dalam JST CHMLP-BP konsentris berbasis algoritma genetika/ Sumiyati	Sumiyati	2001	SK-0473
Penyelesaian masalah vehicle routing and scheduling dlam dunia nyata berdasarkan metode algoritma genetika - simulated annealing/ Emiliana Dewi Aryani	Aryani, Emiliana Dewi	2001	SK-0459
Perancangan dan pengembangan optimasi jaringan saraf hibrida dengan menggunakan algoritma genetika serta aplikasinya pada pengenalan aroma	Willi Widiatmiko	2001	SK-0469
Perancangan penalisis struktur kalimat bahasa Indonesia, khususnya frasa verbal, dengan menggunakan constraint-based formalism berbasis feature structures dan unification, dan penerapannya pada dokumen resmi/ Selly Meliana	Meliana, Selly	2001	SK-0457
Perancangan pengalisis struktur kalimat bahasa Indonesia dengan menggunakan constraint-based formalism berdasarkan features structures dan unification dan penerapannya pada makalah ilmiah/  A. Jibra Shidqie	Shidqie, A. Jibran	2001	SK-0458
Perancangan penganalisis struktural kalimat bahasa Indonesia, khususnya frasa nominal, dengan menggunakan constraint-based formalism, dan penerapannya pada media Massa elektronika/ I Made Dwijendra Sulastra	Sulastra, I Made Dwijendra	2001	SK-0501
Sistem pengenalan obyek tiga dimensi dengan metode enigenface pada JST CHMLP-BP dengan optimasi algoritma genetika tanpa informasi sudut pandang	Bayuadhi Indrayana	2001	SK-0504
Studi perbandingan sistem ekstraksi informasi berbahasa Indonesia/ Yuliana Kenyo Sejati	Sejati, Yuliana Kenyo	2001	SK-0490
Transformasi wavelet dengan metode lifting/ Defa Trio	Trio, Defa	2001	SK-0429
Visualisasi pergerakan benda di atas permukaan Es	Anita	2001	SK-0479
Alat bantu kolaborasi pemrograman menerapkan model chckout/checkin berbasis web/ Anton Suryadi	Suryadi, Anton	2000	SK-0422
Alat bantu materialisasi view dan indeks pada data warehouse untuk menunjang aplikasi OLAP/Agung Kurniawan	Kurniawan, Agung	2000	SK-0410
Analisis metode self organizing map dan differential competitive learning pada sistem pengenalan suara/ Dian Indrawaty	Indrawaty, Dian	2000	SK-0441
Ekspansi query menggunakan constraint spreading activation pada sistem temu-kembali informasi/ Indra Budi	Budi, Indra	2000	SK-0430
Implementasi agen pembantu mengingat (remembrance agent): studi kasus untuk sistem belajar berbasis web/ Verdi March	March,  Verdi	2000	SK-0432
Implementasi dan studi perbandingan: metode eigenface dan fisherface pada sistem pengenalan wajah/ Intan PV Simanjuntak	Simanjuntak, Intan PV	2000	SK-0434
Implementasi kedekatan istilah mengunakan kalimat dan frase pada sistem temu-kembali informasi/ Aditia Doni	Doni, Aditia	2000	SK-0436
Implementasi pengadaan barang secara elektronik (elektronik procurement) dalam sistem perdagangan di internet/ Abdul Aziz	Aziz, Abdul	2000	SK-0442
Implementasi protokol internet-link pada sistem operasi linux/ Melby N. Syamsuddin	Syamsuddin, Melby N.	2000	SK-737
Implementasi protokol pembuatan group signatures holger petersen	Simangunsong, Henry Luther Enrico	2000	SK-0444
Klasifikasi citra inderaja berdasarkan ciri tekstur semivariogram dan matriks co-occurrence/ Dina Chahyati	Chahyati, Dina	2000	SK-0421
Mengatasi gangguan awan pada citra optik dengan menggunakan teknik dithering/ Farah Rohima Rohmah	Rohmah, Farah Rohima	2000	SK-0584
Optimasi fuzzy learning vector quantization menggunakan 8 sensor untuk pengenalan aroma campuran/ Med Irzal	Irzal, Met	2000	SK-0518
Optimasi jaringan saraf tiruan propagasi balik untuk pengenaan citra wajah dua dimensi berbasis Fisherface menggunakan algoritma genetika/ Restomi	Restomi	2000	SK-0701
Pemampatan citra dengan membangun wavelet packet best tree berbasis entropi shandon/Rusdiana	Rusdiana	2000	SK-0424
Penambahan fasilitas modul jaringan dan pengembangan aplikasi sistem informasi geografis dengan fasilitas ARCVIEW/ Robby Partha	Partha, Robby	2000	SK-0427
Penerapan metode nearest feature line pada sistem pengenalan obyek tiga dimensi dalam ruang eigen/ Reza Fatahilah Shah	Shah, Reza Fatahilah	2000	SK-0443
Pengembangan e-catalogue dengan metode pengembangan berorientasi objek/ Hafiz	Hafiz	2000	SK-0431
Pengenalan objek wajah 3 dimensi dengan metode eigenfaces pada jaringan saraf tiruan CHMLP-BP konsentris/Johanes Amudi	Amudi, Johanes	2000	SK-0420
Pengenalan objek wajah 3 dimensi dengan metode fisherface pada JST CHMLP-BP konsentris dengan optimasi algoritma genetika/ Martha Yuliana Panggabean	Panggabean, Martha Yuliana	2000	SK-0416
Reasoning agent pada sistem personalisasi situs web/ Nancy Paat	Paat, Nancy	2000	SK-0428
Simulator java virtual machine (JVM) dengan GUI berbasis java swing	Denny	2000	SK-0471
Sistem key-recovery nilai barang	Raymond  Aribawono	2000	SK-0454
Sistem pengenalan plat nomor mobil menggunakan pencocokan pola dan jaringan saraf tiruan/ Darundriyo Djoko Widodo	Widodo, Darundriyo Djoko	2000	SK-0439
Sistem temu kembali informasi dengan mengimplementasikan indeks frase berbasis sintaksis, sistem peringkat, dan pemrosesan query berbasis frase/ Siti Rohmah	Rohmah, Siti	2000	SK-0580
Software agent berbasis algoritma clustering hirarkis untuk personalisasi situs web/ Ika Alfina	Alfina, Ika	2000	SK-0433
Temu-kembali suara-kata asli dari suara-kata terganggu dengan transformasi wavelet	Abdul Hadie	2000	SK-823
Algoritma successive overrelaxtion (SOR) backpropagation untuk perbaikan metode pelatihan pada sistem pengenal huruf tulisan tangan/ Elsiany Salomy	Salome, Elsiany	1999	SK-0407
Analisa protokol pembayaran antara cardholder dan mercahnt pada protokol secure electronic transaction serta implementasi object library pendukungnya/ Dwianda Prayudi	Prayudi, Dwianda	1999	SK-0423
Analisis Tekstur Citra Brodatz dan Citra Radar Berbasis Fraktal/ Linda Rostiviani	Rostiviani, Linda	1999	SK-0292
Data mining dengan metode pencarian association rule	Elis	1999	SK-0390
Ekspansi Query pada sistem temu kembali informasi yang menggunakan inference network berbasis probabilitas/ Ade Azurat	Azurat, Ade	1999	SK-0405
Impelemtasi prototipe proses otorisasi kartu pembayaran antara merchant danpyment gateway protokol secure electronic transaction/ I Arif Priharsanta	Priharsanta, I Arif	1999	SK-0415
Implementasi pencarian berdasarkan bibliorafi pada sistem temu kembali informasi/Roni Hidayat	Hidayat, Roni	1999	SK-0397
Implementasi prototipe proses permintaan sertifikat X.500 pada protokol secure electronic transaction/Haris	Haris	1999	SK-0411
Jaringan neural buatan propagasi balik berbasis logika fuzzy studi kasus pada sistem penciuman elektronik/ Rakhmat Budi M	Budi M, Rakhmat	1999	SK-0406
Kinerja sistem temu-kembali informasi menggunakan model query basic term,  vektor, boolean dan extended boolean/Inayah Wardany	Wardany, Inayah	1999	SK-0398
